0.000000 300.994675 300.900119 300.603392 300.365994 
1.010101 300.993587 300.899134 300.602731 300.365593 
2.020202 300.991628 300.897361 300.601543 300.364873 
3.030303 300.988830 300.894829 300.599846 300.363843 
4.040404 300.985203 300.891546 300.597645 300.362508 
5.050505 300.980751 300.887518 300.594945 300.360870 
6.060606 300.975477 300.882745 300.591746 300.358930 
7.070707 300.969383 300.877231 300.588049 300.356688 
8.080808 300.962470 300.870975 300.583855 300.354144 
9.090909 300.954738 300.863978 300.579165 300.351299 
10.101010 300.946188 300.856240 300.573978 300.348153 
11.111111 300.936819 300.847763 300.568295 300.344706 
12.121212 300.926634 300.838545 300.562116 300.340958 
13.131313 300.915631 300.828588 300.555441 300.336909 
14.141414 300.903810 300.817891 300.548271 300.332560 
15.151515 300.891173 300.806455 300.540605 300.327910 
16.161616 300.877719 300.794280 300.532443 300.322959 
17.171717 300.863448 300.781366 300.523786 300.317708 
18.181818 300.848360 300.767712 300.514633 300.312156 
19.191919 300.832455 300.753319 300.504985 300.306304 
20.202020 300.815734 300.738187 300.494842 300.300152 
21.212121 300.798196 300.722317 300.484203 300.293698 
22.222222 300.779841 300.705707 300.473068 300.286945 
23.232323 300.760670 300.688358 300.461439 300.279891 
24.242424 300.740682 300.670271 300.449314 300.272536 
25.252525 300.719878 300.651444 300.436694 300.264881 
26.262626 300.699859 300.633328 300.424550 300.257515 
27.272727 300.680568 300.615871 300.412847 300.250417 
28.282828 300.661954 300.599026 300.401555 300.243568 
29.292929 300.643971 300.582753 300.390646 300.236951 
30.303030 300.626577 300.567013 300.380095 300.230551 
31.313131 300.609735 300.551772 300.369879 300.224354 
32.323232 300.593412 300.537001 300.359977 300.218348 
33.333333 300.577576 300.522670 300.350370 300.212521 
34.343434 300.562199 300.508755 300.341042 300.206863 
35.353535 300.547255 300.495232 300.331977 300.201364 
36.363636 300.532721 300.482079 300.323160 300.196016 
37.373737 300.518574 300.469277 300.314578 300.190811 
38.383838 300.504795 300.456808 300.306220 300.185741 
39.393939 300.491364 300.444654 300.298072 300.180799 
40.404040 300.478265 300.432800 300.290126 300.175979 
41.414141 300.465482 300.421232 300.282372 300.171276 
42.424242 300.453000 300.409936 300.274799 300.166683 
43.434343 300.440804 300.398900 300.267401 300.162195 
44.444444 300.428883 300.388112 300.260170 300.157809 
45.454545 300.417223 300.377561 300.253097 300.153519 
46.464646 300.405815 300.367237 300.246176 300.149321 
47.474747 300.394646 300.357130 300.239401 300.145211 
48.484848 300.383708 300.347231 300.232765 300.141186 
49.494949 300.372990 300.337533 300.226264 300.137243 
50.505051 300.362485 300.328026 300.219892 300.133378 
51.515152 300.352184 300.318705 300.213643 300.129587 
52.525253 300.342079 300.309560 300.207513 300.125869 
53.535354 300.332164 300.300587 300.201498 300.122221 
54.545455 300.322429 300.291778 300.195593 300.118639 
55.555556 300.312871 300.283128 300.189794 300.115122 
56.565657 300.303481 300.274631 300.184098 300.111667 
57.575758 300.294255 300.266282 300.178502 300.108272 
58.585859 300.285187 300.258076 300.173000 300.104935 
59.595960 300.276271 300.250007 300.167592 300.101655 
60.606061 300.267502 300.242072 300.162272 300.098428 
61.616162 300.258876 300.234266 300.157040 300.095254 
62.626263 300.250388 300.226585 300.151891 300.092131 
63.636364 300.242033 300.219025 300.146823 300.089057 
64.646465 300.233808 300.211582 300.141833 300.086031 
65.656566 300.225709 300.204253 300.136920 300.083050 
66.666667 300.217732 300.197033 300.132081 300.080115 
67.676768 300.209872 300.189921 300.127313 300.077223 
68.686869 300.202128 300.182913 300.122615 300.074373 
69.696970 300.194494 300.176005 300.117985 300.071565 
70.707071 300.186970 300.169196 300.113420 300.068796 
71.717172 300.179550 300.162481 300.108919 300.066066 
72.727273 300.172233 300.155860 300.104480 300.063373 
73.737374 300.165015 300.149328 300.100102 300.060718 
74.747475 300.157894 300.142884 300.095782 300.058098 
75.757576 300.150867 300.136525 300.091519 300.055512 
76.767677 300.143933 300.130250 300.087313 300.052960 
77.777778 300.137087 300.124055 300.083160 300.050442 
78.787879 300.130329 300.117940 300.079061 300.047955 
79.797980 300.123656 300.111901 300.075013 300.045500 
80.808081 300.117066 300.105938 300.071015 300.043075 
81.818182 300.110557 300.100047 300.067066 300.040680 
82.828283 300.104127 300.094228 300.063165 300.038314 
83.838384 300.097773 300.088479 300.059311 300.035976 
84.848485 300.091495 300.082797 300.055503 300.033666 
85.858586 300.085290 300.077182 300.051739 300.031383 
86.868687 300.079157 300.071632 300.048019 300.029126 
87.878788 300.073094 300.066146 300.044341 300.026895 
88.888889 300.067100 300.060721 300.040704 300.024690 
89.898990 300.061173 300.055357 300.037109 300.022509 
90.909091 300.055311 300.050053 300.033553 300.020352 
91.919192 300.049513 300.044806 300.030035 300.018218 
92.929293 300.043777 300.039616 300.026556 300.016108 
93.939394 300.038104 300.034481 300.023114 300.014020 
94.949495 300.032490 300.029401 300.019709 300.011955 
95.959596 300.026935 300.024374 300.016339 300.009911 
96.969697 300.021437 300.019399 300.013004 300.007888 
97.979798 300.015996 300.014476 300.009704 300.005886 
98.989899 300.010610 300.009602 300.006436 300.003904 
100.000000 300.005279 300.004777 300.003202 300.001942 
